TUTOR_ID,COURSE_ID,CLASS_ID,SECTION,DAY,START,END_ACTUAL,END_SCHEDULED_BLOCK,SLOTS_NEEDED,ROOM_ID,CAMPUS_ID,MERGED_GROUP_ID
T087,IT7000,21119,003,Monday,16:00,17:50,18:00,1,25.324,B,
T087,IT7000,21105,001,Tuesday,10:00,11:50,12:00,1,25.329,B,
T087,IT7000,21122,006,Tuesday,14:00,15:50,16:00,1,36.113,B,
T087,IT6003,20312,025,Wednesday,08:00,09:50,10:00,1,5.05,A,
T087,IT7000,21120,004,Wednesday,14:00,15:50,16:00,1,36.201,B,
T087,IT6003,20312,025,Thursday,16:00,17:50,18:00,1,20.250,A,
T089,IT6008,20265,014,Sunday,12:00,13:50,14:00,1,5.04,A,
T089,IT6008,20266,015,Monday,10:00,11:50,12:00,1,10.22,A,
T089,IT6008,20264,013,Wednesday,16:00,17:50,18:00,1,25.123,A,
T089,IT6008,20265,014,Thursday,12:00,13:50,14:00,1,5.06,A,
T089,IT6008,20264,013,Thursday,16:00,17:50,18:00,1,25.329,A,
T089,IT6008,20266,015,Thursday,18:00,19:50,20:00,1,25.324,A,
T090,IT7003,21254,010,Sunday,18:00,19:50,20:00,1,19.122,B,
T090,IT7003,21277,020,Monday,08:00,09:50,10:00,1,25.122,B,
T090,IT6003,21048,016,Monday,14:00,15:50,16:00,1,20.249,A,
T090,IT7003,21277,020,Tuesday,08:00,09:50,10:00,1,19.104,A,
T090,IT6003,21048,016,Wednesday,08:00,09:50,10:00,1,19.108,A,
T090,IT7003,21254,010,Wednesday,14:00,15:50,16:00,1,5.04,B,
T090,IT7003,21277,020,Thursday,08:00,09:50,10:00,1,19.104,B,
T095,IT7004,21261,014,Sunday,08:00,09:50,10:00,1,25.123,B,
T095,IT7004,21264,016,Monday,14:00,15:50,16:00,1,5.06,B,
T095,IT7004,21261,014,Monday,16:00,17:50,18:00,1,25.124,B,
T095,IT7004,21266,018,Tuesday,08:00,09:50,10:00,1,25.113,B,
T095,IT7004,21262,015,Tuesday,10:00,11:50,12:00,1,20.210,B,
T095,IT7004,21266,018,Thursday,12:00,13:50,14:00,1,20.121,B,
T095,IT7004,21264,016,Thursday,14:00,15:50,16:00,1,19.111,B,
T095,IT7004,21262,015,Thursday,18:00,19:50,20:00,1,36A.108,B,
T096,IT6008,20270,019,Sunday,12:00,13:50,14:00,1,25.137,A,
T096,IT6008,20959,026,Sunday,14:00,15:50,16:00,1,5.18,A,
T096,IT6008,20270,019,Monday,12:00,13:50,14:00,1,19.302,A,
T096,IT6008,20277,024,Tuesday,16:00,17:50,18:00,1,20.263,A,
T096,IT6008,20274,022,Wednesday,08:00,09:50,10:00,1,19.111,A,
T096,IT6008,20959,026,Wednesday,14:00,15:50,16:00,1,20.209,A,
T096,IT6008,20277,024,Wednesday,18:00,19:50,20:00,1,19.111,A,
T096,IT6008,20274,022,Thursday,18:00,19:50,20:00,1,20.206,A,
T098,IT8520,21242,023,Sunday,16:00,17:50,18:00,1,5.05,B,
T098,IT8520,21242,023,Monday,10:00,11:50,12:00,1,20.175,B,
T098,IT8520,21236,020,Monday,12:00,13:50,14:00,1,36.202,B,
T098,IT8520,21243,024,Monday,16:00,17:50,18:00,1,25.120,B,
T098,IT8520,21243,024,Tuesday,08:00,09:50,10:00,1,5.03,B,
T098,IT8520,21236,020,Tuesday,14:00,15:50,16:00,1,25.120,B,
T098,IT8520,21233,018,Tuesday,18:00,19:50,20:00,1,25.129,B,
T098,IT8520,21233,018,Thursday,08:00,09:50,10:00,1,19.303,B,
T100,IT6008,20278,025,Sunday,12:00,13:50,14:00,1,36.201,A,
T100,IT6008,20269,018,Sunday,14:00,15:50,16:00,1,25.125,A,
T100,IT6008,20275,023,Sunday,16:00,17:50,18:00,1,20.121,A,
T100,IT6008,20273,021,Sunday,18:00,19:50,20:00,1,25.113,A,
T100,IT6008,20273,021,Monday,10:00,11:50,12:00,1,5.19,A,
T100,IT6008,20278,025,Monday,16:00,17:50,18:00,1,19.315,A,
T100,IT6008,20275,023,Monday,18:00,19:50,20:00,1,25.324,A,
T100,IT6008,20269,018,Thursday,16:00,17:50,18:00,1,25.123,A,
T101,IT6008,20960,027,Sunday,12:00,13:50,14:00,1,36.202,A,
T101,IT6008,20963,028,Sunday,16:00,17:50,18:00,1,25.122,A,
T101,IT6008,20964,029,Sunday,18:00,19:50,20:00,1,24.006C,A,
T101,IT6008,20960,027,Wednesday,10:00,11:50,12:00,1,25.124,A,
T101,IT6008,20963,028,Wednesday,14:00,15:50,16:00,1,25.324,A,
T101,IT6008,20964,029,Thursday,14:00,15:50,16:00,1,19.104,A,
T104,IT7004,21272,022,Sunday,12:00,13:50,14:00,1,36.203,B,
T104,IT7004,21265,017,Monday,12:00,13:50,14:00,1,25.120,B,
T104,IT7004,21272,022,Tuesday,14:00,15:50,16:00,1,5.03,B,
T104,IT7004,21265,017,Tuesday,16:00,17:50,18:00,1,19.120,B,
T104,IT7004,21268,020,Wednesday,08:00,09:50,10:00,1,20.262,B,
T104,IT7004,21267,019,Wednesday,12:00,13:50,14:00,1,20.250,B,
T104,IT7004,21268,020,Thursday,16:00,17:50,18:00,1,20.175,B,
T104,IT7004,21267,019,Thursday,18:00,19:50,20:00,1,25.111,B,
T106,IT8510,21161,013,Sunday,12:00,13:50,14:00,1,19.304,B,
T106,IT8510,21162,014,Sunday,14:00,15:50,16:00,1,36.102 PDC,B,
T106,IT8510,21157,011,Sunday,16:00,17:50,18:00,1,5.04,B,
T106,IT8510,21159,012,Sunday,18:00,19:50,20:00,1,25.125,B,
T106,IT8510,21162,014,Monday,12:00,13:50,14:00,1,25.125,B,
T106,IT8510,21159,012,Monday,14:00,15:50,16:00,1,5.20,B,
T106,IT8510,21161,013,Monday,16:00,17:50,18:00,1,36.113,B,
T106,IT8510,21157,011,Thursday,10:00,11:50,12:00,1,20.250,B,
T107,IT7000,21145,023,Sunday,08:00,09:50,10:00,1,20.206,B,
T107,IT7000,21147,024,Monday,14:00,15:50,16:00,1,25.330,B,
T107,IT7000,21143,022,Tuesday,10:00,11:50,12:00,1,20.259,B,
T107,IT7000,21150,025,Wednesday,08:00,09:50,10:00,1,25.118,B,
T107,IT7000,21153,026,Wednesday,10:00,11:50,12:00,1,19.120,B,
T107,IT7000,21154,027,Thursday,12:00,13:50,14:00,1,20.262,B,
T109,IT8520,21228,015,Sunday,08:00,09:50,10:00,1,19.116,B,
T109,IT8520,21229,016,Sunday,10:00,11:50,12:00,1,25.115,B,
T109,IT8520,21226,013,Sunday,12:00,13:50,14:00,1,36.102,B,
T109,IT8520,21230,017,Monday,08:00,09:50,10:00,1,5.19,B,
T109,IT8520,21226,013,Monday,10:00,11:50,12:00,1,5.21,B,
T109,IT8520,21228,015,Wednesday,08:00,09:50,10:00,1,20.259,B,
T109,IT8520,21229,016,Thursday,08:00,09:50,10:00,1,5.19,B,
T109,IT8520,21230,017,Thursday,10:00,11:50,12:00,1,20.249,B,
T110,IT7003,21285,023,Monday,14:00,15:50,16:00,1,24.006C,B,
T110,IT7003,21286,024,Monday,18:00,19:50,20:00,1,19.303,B,
T110,IT7003,21282,022,Tuesday,14:00,15:50,16:00,1,25.111,B,
T110,IT7003,21285,023,Tuesday,18:00,19:50,20:00,1,19.304,A,MERGE159
T110,IT7003,21282,022,Wednesday,14:00,15:50,16:00,1,36.203,B,
T110,IT7003,21286,024,Wednesday,18:00,19:50,20:00,1,25.324,B,
T110,IT7003,21286,024,Thursday,08:00,09:50,10:00,1,19.315,A,
T110,IT7003,21285,023,Thursday,12:00,13:50,14:00,1,24.006C,B,
T110,IT7003,21282,022,Thursday,18:00,19:50,20:00,1,25.115,A,MERGE159
T111,IT8510,21171,023,Sunday,08:00,09:50,10:00,1,20.121,B,
T111,IT8510,21172,024,Monday,10:00,11:50,12:00,1,5.17,B,
T111,IT8510,21168,020,Monday,14:00,15:50,16:00,1,19.302,B,
T111,IT8510,21168,020,Tuesday,10:00,11:50,12:00,1,20.263,B,
T111,IT8510,21172,024,Tuesday,16:00,17:50,18:00,1,25.330,B,
T111,IT8510,21167,019,Wednesday,18:00,19:50,20:00,1,25.328,B,
T111,IT8510,21167,019,Thursday,10:00,11:50,12:00,1,25.123,B,
T111,IT8510,21171,023,Thursday,12:00,13:50,14:00,1,19.108,B,
T112,IT7000,21118,002,Tuesday,10:00,11:50,12:00,1,19.111,B,
T112,IT7000,21158,029,Tuesday,14:00,15:50,16:00,1,25.330,B,
T115,IT8520,21212,005,Sunday,10:00,11:50,12:00,1,20.250,B,
T115,IT8520,21223,011,Sunday,12:00,13:50,14:00,1,5.02,B,
T115,IT8520,21215,007,Monday,10:00,11:50,12:00,1,36.102,B,
T115,IT8520,21216,008,Tuesday,08:00,09:50,10:00,1,5.18,B,
T115,IT8520,21212,005,Tuesday,10:00,11:50,12:00,1,36.201,B,
T115,IT8520,21215,007,Wednesday,08:00,09:50,10:00,1,25.124,B,
T115,IT8520,21223,011,Wednesday,14:00,15:50,16:00,1,5.05,B,
T115,IT8520,21216,008,Thursday,16:00,17:50,18:00,1,20.262,B,
T116,IT8213,21090,002,Sunday,08:00,09:50,10:00,1,25.327,B,
T116,IT8213,21089,001,Sunday,10:00,11:50,12:00,1,25.110,B,
T116,IT6003,21067,021,Sunday,16:00,17:50,18:00,1,19.122,A,
T116,IT8213,21091,003,Monday,16:00,17:50,18:00,1,20.121,B,
T116,IT8213,21090,002,Tuesday,14:00,15:50,16:00,1,19.120,B,
T116,IT8213,21089,001,Wednesday,16:00,17:50,18:00,1,19.131,B,
T116,IT8213,21091,003,Thursday,12:00,13:50,14:00,1,20.259,B,
T118,IT6001,20878,003,Sunday,14:00,15:50,16:00,1,25.113,A,
T118,IT6001,20878,003,Monday,12:00,13:50,14:00,1,5.21,A,
T118,IT6001,20881,004,Monday,14:00,15:50,16:00,1,19.120,A,
T118,IT6001,20873,001,Tuesday,14:00,15:50,16:00,1,25.122,A,
T118,IT6001,20873,001,Wednesday,08:00,09:50,10:00,1,5.17,A,
T118,IT6001,20882,005,Wednesday,14:00,15:50,16:00,1,19.108,A,
T118,IT6001,20882,005,Thursday,16:00,17:50,18:00,1,10.22,A,
T118,IT6001,20881,004,Thursday,18:00,19:50,20:00,1,20.262,A,
T119,IT8515,21174,002,Sunday,14:00,15:50,16:00,1,25.123,B,
T119,IT8515,21176,004,Monday,12:00,13:50,14:00,1,19.116,B,
T119,IT8515,21174,002,Monday,18:00,19:50,20:00,1,5.02,B,
T119,IT8515,21176,004,Tuesday,14:00,15:50,16:00,1,25.129,B,
T119,IT8515,21175,003,Wednesday,12:00,13:50,14:00,1,36.206,B,
T119,IT8515,21177,005,Wednesday,14:00,15:50,16:00,1,20.250,B,
T119,IT8515,21177,005,Thursday,10:00,11:50,12:00,1,10.22,B,
T119,IT8515,21175,003,Thursday,12:00,13:50,14:00,1,20.249,B,
T120,IT7004,21258,012,Sunday,12:00,13:50,14:00,1,5.05,B,
T120,IT7004,21259,013,Sunday,18:00,19:50,20:00,1,25.329,B,
T120,IT7004,21258,012,Monday,16:00,17:50,18:00,1,25.327,B,
T120,IT7004,21253,009,Monday,18:00,19:50,20:00,1,20.263,B,
T120,IT7004,21256,011,Tuesday,18:00,19:50,20:00,1,19.104,B,
T120,IT7004,21253,009,Wednesday,14:00,15:50,16:00,1,19.116,B,
T120,IT7004,21259,013,Thursday,12:00,13:50,14:00,1,25.118,B,
T120,IT7004,21256,011,Thursday,16:00,17:50,18:00,1,36.203,B,
T121,IT6003,20113,003,Sunday,16:00,17:50,18:00,1,5.03,A,
T121,IT6003,20050,001,Monday,12:00,13:50,14:00,1,20.210,A,
T121,IT6003,20112,002,Monday,14:00,15:50,16:00,1,5.05,A,
T121,IT6003,20113,003,Monday,18:00,19:50,20:00,1,25.329,A,MERGE146
T121,IT6003,20112,002,Tuesday,18:00,19:50,20:00,1,25.330,A,
T121,IT6003,20113,003,Wednesday,10:00,11:50,12:00,1,19.104,A,
T121,IT6003,20050,001,Wednesday,16:00,17:50,18:00,1,24.006C,A,MERGE145
T121,IT6003,20112,002,Wednesday,16:00,17:50,18:00,1,19.116,A,MERGE145
T121,IT6003,20050,001,Thursday,14:00,15:50,16:00,1,5.19,A,
T121,IT6003,20114,004,Thursday,18:00,19:50,20:00,1,19.120,A,MERGE146
T122,IT6008,20222,003,Sunday,16:00,17:50,18:00,1,20.210,A,
T122,IT6008,20223,004,Monday,08:00,09:50,10:00,1,20.250,A,
T122,IT6008,20220,002,Monday,14:00,15:50,16:00,1,25.110,A,
T122,IT6008,20217,001,Monday,18:00,19:50,20:00,1,5.19,A,
T122,IT6008,20222,003,Tuesday,16:00,17:50,18:00,1,20.210,A,
T122,IT6008,20220,002,Wednesday,14:00,15:50,16:00,1,36.102 PDC,A,
T122,IT6008,20223,004,Wednesday,18:00,19:50,20:00,1,5.02,A,
T122,IT6008,20217,001,Thursday,16:00,17:50,18:00,1,36.124,A,
T123,IT8515,21193,016,Sunday,08:00,09:50,10:00,1,19.108,B,
T123,IT8515,21182,007,Wednesday,10:00,11:50,12:00,1,20.259,B,
T123,IT8515,21193,016,Wednesday,12:00,13:50,14:00,1,19.104,B,
T123,IT8515,21182,007,Thursday,10:00,11:50,12:00,1,5.20,B,
